YM;FUNC_ID;COUNTRY_CD;LOCAL_AMT
2017-01-21;13;6000;9350
2017-01-22;13;6000;8109
2017-01-23;13;6000;2225
2017-01-24;13;6000;2239
2017-01-25;13;6000;9465
2017-01-26;13;6000;9378
2017-01-27;13;6000;9991
2017-01-28;13;6000;6342
2017-01-29;13;6000;6192
2017-01-30;13;6000;1169
2017-01-01;14;6000;3868
2017-01-02;14;6000;4149
2017-01-03;14;6000;1730
2017-01-04;14;6000;2120
2017-01-05;14;6000;3895
2017-01-06;14;6000;3060
2017-01-07;14;6000;8927
2017-01-08;14;6000;7004
2017-01-09;14;6000;2488
2017-01-10;14;6000;8374
2017-01-11;14;6000;4336
2017-01-12;14;6000;2210
2017-01-13;14;6000;8404
2017-01-14;14;6000;5679
2017-01-15;14;6000;9190
2017-01-16;14;6000;5068
2017-01-17;14;6000;9711
2017-01-18;14;6000;3697
2017-01-19;14;6000;1009
2017-01-20;14;6000;6670
2017-01-21;14;6000;7057
2017-01-22;14;6000;1935
2017-01-23;14;6000;9000
2017-01-24;14;6000;1326
2017-01-25;14;6000;2093
2017-01-26;14;6000;2619
2017-01-27;14;6000;3818
2017-01-28;14;6000;6904
2017-01-29;14;6000;9520
2017-01-30;14;6000;9126
2017-01-01;15;6000;5293
2017-01-02;15;6000;1964
2017-01-03;15;6000;3722
2017-01-04;15;6000;5737
2017-01-05;15;6000;5987
2017-01-06;15;6000;6952
2017-01-07;15;6000;3372
2017-01-08;15;6000;3962
2017-01-09;15;6000;4676
2017-01-10;15;6000;4354
2017-01-11;15;6000;6969
2017-01-12;15;6000;7236
2017-01-13;15;6000;3887
2017-01-14;15;6000;8138
2017-01-15;15;6000;6843
2017-01-16;15;6000;5602
2017-01-17;15;6000;6297
2017-01-18;15;6000;3348
2017-01-19;15;6000;1528
2017-01-20;15;6000;9441
2017-01-21;15;6000;4080
2017-01-22;15;6000;9777
2017-01-23;15;6000;9858
2017-01-24;15;6000;2888
2017-01-25;15;6000;7375
2017-01-26;15;6000;9958
2017-01-27;15;6000;8616
2017-01-28;15;6000;8412
2017-01-29;15;6000;8952
2017-01-30;15;6000;6629
2017-01-01;16;6000;4797
2017-01-02;16;6000;2825
2017-01-03;16;6000;2222
2017-01-04;16;6000;7905
2017-01-05;16;6000;8084
2017-01-06;16;6000;2706
2017-01-07;16;6000;1836
2017-01-08;16;6000;9937
2017-01-09;16;6000;3257
2017-01-10;16;6000;3063
2017-01-11;16;6000;1623
2017-01-12;16;6000;2447
2017-01-13;16;6000;1514
2017-01-14;16;6000;1686
2017-01-15;16;6000;2397
2017-01-16;16;6000;5487
2017-01-17;16;6000;6191
2017-01-18;16;6000;7474
2017-01-19;16;6000;6537
2017-01-20;16;6000;4790
2017-01-21;16;6000;3460
2017-01-22;16;6000;8946
2017-01-23;16;6000;1592
2017-01-24;16;6000;7900
2017-01-25;16;6000;2535
2017-01-26;16;6000;8280
2017-01-27;16;6000;9612
2017-01-28;16;6000;8692
2017-01-29;16;6000;7137
2017-01-30;16;6000;6359
2017-01-01;17;6000;1800
2017-01-02;17;6000;6795
2017-01-03;17;6000;9198
2017-01-04;17;6000;4304
2017-01-05;17;6000;6119
2017-01-06;17;6000;5924
2017-01-07;17;6000;1008
2017-01-08;17;6000;8378
2017-01-09;17;6000;8985
2017-01-10;17;6000;6790
2017-01-11;17;6000;5110
2017-01-12;17;6000;8692
2017-01-13;17;6000;7500
2017-01-14;17;6000;1164
2017-01-15;17;6000;3434
2017-01-16;17;6000;5161
2017-01-17;17;6000;2170
2017-01-18;17;6000;4122
2017-01-19;17;6000;3007
2017-01-20;17;6000;5517
2017-01-21;17;6000;2817
2017-01-22;17;6000;3851
2017-01-23;17;6000;9998
2017-01-24;17;6000;3753
2017-01-25;17;6000;1660
2017-01-26;17;6000;9373
2017-01-27;17;6000;3687
2017-01-28;17;6000;9102
2017-01-29;17;6000;7506
2017-01-30;17;6000;7600
2017-01-01;18;6000;7377
2017-01-02;18;6000;1399
2017-01-03;18;6000;9187
2017-01-04;18;6000;1973
2017-01-05;18;6000;3035
2017-01-06;18;6000;7101
2017-01-07;18;6000;3565
2017-01-08;18;6000;8679
2017-01-09;18;6000;6690
2017-01-10;18;6000;3633
2017-01-11;18;6000;3654
2017-01-12;18;6000;3941
2017-01-13;18;6000;4146
2017-01-14;18;6000;3753
2017-01-15;18;6000;4236
2017-01-16;18;6000;3285
2017-01-17;18;6000;4555
2017-01-18;18;6000;4627
2017-01-19;18;6000;6872
2017-01-20;18;6000;8973
2017-01-21;18;6000;5290
2017-01-22;18;6000;6259
2017-01-23;18;6000;7764
2017-01-24;18;6000;2792
2017-01-25;18;6000;8955
2017-01-26;18;6000;1170
2017-01-27;18;6000;6166
2017-01-28;18;6000;4790
2017-01-29;18;6000;7356
2017-01-30;18;6000;7227
2017-01-01;19;6000;3047
2017-01-02;19;6000;9083
2017-01-03;19;6000;9481
2017-01-04;19;6000;2697
2017-01-05;19;6000;8254
2017-01-06;19;6000;8413
2017-01-07;19;6000;1478
2017-01-08;19;6000;1530
2017-01-09;19;6000;1079
2017-01-10;19;6000;3998
2017-01-11;19;6000;9832
2017-01-12;19;6000;6538
2017-01-13;19;6000;4793
2017-01-14;19;6000;1185
2017-01-15;19;6000;7893
2017-01-16;19;6000;7221
2017-01-17;19;6000;7897
2017-01-18;19;6000;9474
2017-01-19;19;6000;7932
2017-01-20;19;6000;1477
2017-01-21;19;6000;8368
2017-01-22;19;6000;7589
2017-01-23;19;6000;4064
2017-01-24;19;6000;4723
2017-01-25;19;6000;4770
2017-01-26;19;6000;9307
2017-01-27;19;6000;4516
2017-01-28;19;6000;1833
2017-01-29;19;6000;6163
2017-01-30;19;6000;9407
2017-01-01;20;6000;4831
2017-01-02;20;6000;7489
2017-01-03;20;6000;2403
2017-01-04;20;6000;1127
2017-01-05;20;6000;9072
2017-01-06;20;6000;2420
2017-01-07;20;6000;2437
2017-01-08;20;6000;1003
2017-01-09;20;6000;4308
2017-01-10;20;6000;8690
2017-01-11;20;6000;5379
2017-01-12;20;6000;9382
2017-01-13;20;6000;1346
2017-01-14;20;6000;7008
2017-01-15;20;6000;3859
2017-01-16;20;6000;2495
2017-01-17;20;6000;1266
2017-01-18;20;6000;4183
2017-01-19;20;6000;6068
2017-01-20;20;6000;5798
2017-01-21;20;6000;6855
2017-01-22;20;6000;6775
2017-01-23;20;6000;6507
2017-01-24;20;6000;5981
2017-01-25;20;6000;4076
2017-01-26;20;6000;2927
2017-01-27;20;6000;8083
2017-01-28;20;6000;3334
2017-01-29;20;6000;3152
2017-01-30;20;6000;3803
2017-01-01;1;7000;6048
2017-01-02;1;7000;3380
2017-01-03;1;7000;8640
2017-01-04;1;7000;2619
2017-01-05;1;7000;1932
2017-01-06;1;7000;4992
2017-01-07;1;7000;5651
2017-01-08;1;7000;2682
2017-01-09;1;7000;7681
2017-01-10;1;7000;6007
2017-01-11;1;7000;9577
2017-01-12;1;7000;6810
2017-01-13;1;7000;1603
2017-01-14;1;7000;1972
2017-01-15;1;7000;3658
2017-01-16;1;7000;5803
2017-01-17;1;7000;3193
2017-01-18;1;7000;4631
2017-01-19;1;7000;3085
2017-01-20;1;7000;3894
2017-01-21;1;7000;3333
2017-01-22;1;7000;9412
2017-01-23;1;7000;6574
2017-01-24;1;7000;3212
2017-01-25;1;7000;2027
2017-01-26;1;7000;8649
2017-01-27;1;7000;7394
2017-01-28;1;7000;2352
2017-01-29;1;7000;9994
2017-01-30;1;7000;6436
2017-01-01;2;7000;9329
2017-01-02;2;7000;8844
2017-01-03;2;7000;6623
2017-01-04;2;7000;8693
2017-01-05;2;7000;4065
2017-01-06;2;7000;7397
2017-01-07;2;7000;5389
2017-01-08;2;7000;3446
2017-01-09;2;7000;2796
2017-01-10;2;7000;4808
2017-01-11;2;7000;7332
2017-01-12;2;7000;9771
2017-01-13;2;7000;3250
2017-01-14;2;7000;9760
2017-01-15;2;7000;6759
2017-01-16;2;7000;4381
2017-01-17;2;7000;3377
2017-01-18;2;7000;8510
2017-01-19;2;7000;9267
2017-01-20;2;7000;2582
2017-01-21;2;7000;7780
2017-01-22;2;7000;8777
2017-01-23;2;7000;1668
2017-01-24;2;7000;9485
2017-01-25;2;7000;4905
2017-01-26;2;7000;1849
2017-01-27;2;7000;4685
2017-01-28;2;7000;3281
2017-01-29;2;7000;6755
2017-01-30;2;7000;8703
2017-01-01;3;7000;2831
2017-01-02;3;7000;4040
2017-01-03;3;7000;8188
2017-01-04;3;7000;1478
2017-01-05;3;7000;9472
2017-01-06;3;7000;9229
2017-01-07;3;7000;2199
2017-01-08;3;7000;6678
2017-01-09;3;7000;8730
2017-01-10;3;7000;5733
2017-01-11;3;7000;8202
2017-01-12;3;7000;7269
2017-01-13;3;7000;5516
2017-01-14;3;7000;5283
2017-01-15;3;7000;5540
2017-01-16;3;7000;6933
2017-01-17;3;7000;1131
2017-01-18;3;7000;5737
2017-01-19;3;7000;1950
2017-01-20;3;7000;4855
2017-01-21;3;7000;6384
2017-01-22;3;7000;7642
2017-01-23;3;7000;8000
2017-01-24;3;7000;3507
2017-01-25;3;7000;2728
2017-01-26;3;7000;6187
2017-01-27;3;7000;6377
2017-01-28;3;7000;7565
2017-01-29;3;7000;9966
2017-01-30;3;7000;7717
2017-01-01;4;7000;6541
2017-01-02;4;7000;4782
2017-01-03;4;7000;7300
2017-01-04;4;7000;1016
2017-01-05;4;7000;1217
2017-01-06;4;7000;7980
2017-01-07;4;7000;6684
2017-01-08;4;7000;2756
2017-01-09;4;7000;3770
2017-01-10;4;7000;5075
2017-01-11;4;7000;6703
2017-01-12;4;7000;3011
2017-01-13;4;7000;5300
2017-01-14;4;7000;1521
2017-01-15;4;7000;5594
2017-01-16;4;7000;8458
2017-01-17;4;7000;7227
2017-01-18;4;7000;9441
2017-01-19;4;7000;5540
2017-01-20;4;7000;6614
2017-01-21;4;7000;3539
2017-01-22;4;7000;1907
2017-01-23;4;7000;1662
2017-01-24;4;7000;3316
2017-01-25;4;7000;4759
2017-01-26;4;7000;3556
2017-01-27;4;7000;5699
2017-01-28;4;7000;3644
2017-01-29;4;7000;4619
2017-01-30;4;7000;6100
2017-01-01;5;7000;3233
2017-01-02;5;7000;3232
2017-01-03;5;7000;3761
2017-01-04;5;7000;6838
2017-01-05;5;7000;9484
2017-01-06;5;7000;3459
2017-01-07;5;7000;5781
2017-01-08;5;7000;2248
2017-01-09;5;7000;9995
2017-01-10;5;7000;3940
2017-01-11;5;7000;4624
2017-01-12;5;7000;4918
2017-01-13;5;7000;7835
2017-01-14;5;7000;7857
2017-01-15;5;7000;2639
2017-01-16;5;7000;7625
2017-01-17;5;7000;4658
2017-01-18;5;7000;2148
2017-01-19;5;7000;7816
2017-01-20;5;7000;3731
2017-01-21;5;7000;5832
2017-01-22;5;7000;4581
2017-01-23;5;7000;5827
2017-01-24;5;7000;4979
2017-01-25;5;7000;7190
2017-01-26;5;7000;5760
2017-01-27;5;7000;1603
2017-01-28;5;7000;2454
2017-01-29;5;7000;3235
2017-01-30;5;7000;2518
2017-01-01;6;7000;1264
2017-01-02;6;7000;2083
2017-01-03;6;7000;4875
2017-01-04;6;7000;2704
2017-01-05;6;7000;3073
2017-01-06;6;7000;2221
2017-01-07;6;7000;7493
2017-01-08;6;7000;5118
2017-01-09;6;7000;6043
2017-01-10;6;7000;7441
2017-01-11;6;7000;6771
2017-01-12;6;7000;5688
2017-01-13;6;7000;3966
2017-01-14;6;7000;3474
2017-01-15;6;7000;7252
2017-01-16;6;7000;9612
2017-01-17;6;7000;1332
2017-01-18;6;7000;4964
2017-01-19;6;7000;5444
2017-01-20;6;7000;4450
2017-01-21;6;7000;2183
2017-01-22;6;7000;2080
2017-01-23;6;7000;3118
2017-01-24;6;7000;6654
2017-01-25;6;7000;6141
2017-01-26;6;7000;5325
2017-01-27;6;7000;1320
2017-01-28;6;7000;8009
2017-01-29;6;7000;6532
2017-01-30;6;7000;7157
2017-01-01;7;7000;7310
2017-01-02;7;7000;9107
2017-01-03;7;7000;6054
2017-01-04;7;7000;1202
2017-01-05;7;7000;1540
2017-01-06;7;7000;4638
2017-01-07;7;7000;2636
2017-01-08;7;7000;5823
2017-01-09;7;7000;8912
2017-01-10;7;7000;8930
2017-01-11;7;7000;7208
2017-01-12;7;7000;4092
2017-01-13;7;7000;4564
2017-01-14;7;7000;3881
2017-01-15;7;7000;8955
2017-01-16;7;7000;5365
2017-01-17;7;7000;2845
2017-01-18;7;7000;4956
2017-01-19;7;7000;3715
2017-01-20;7;7000;3626
2017-01-21;7;7000;4796
2017-01-22;7;7000;4278
2017-01-23;7;7000;8624
2017-01-24;7;7000;7553
2017-01-25;7;7000;7858
2017-01-26;7;7000;3460
2017-01-27;7;7000;6000
2017-01-28;7;7000;8511
2017-01-29;7;7000;5775
2017-01-30;7;7000;2368
2017-01-01;8;7000;1291
2017-01-02;8;7000;8421
2017-01-03;8;7000;1614
2017-01-04;8;7000;5095
2017-01-05;8;7000;7855
2017-01-06;8;7000;4653
2017-01-07;8;7000;5156
2017-01-08;8;7000;1123
2017-01-09;8;7000;6510
2017-01-10;8;7000;8275
2017-01-11;8;7000;1407
2017-01-12;8;7000;7274
2017-01-13;8;7000;2521
2017-01-14;8;7000;4258
2017-01-15;8;7000;1756
2017-01-16;8;7000;1867
2017-01-17;8;7000;5369
2017-01-18;8;7000;6310
2017-01-19;8;7000;5082
2017-01-20;8;7000;9779
2017-01-21;8;7000;2026
2017-01-22;8;7000;3888
2017-01-23;8;7000;2978
2017-01-24;8;7000;2611
2017-01-25;8;7000;5277
2017-01-26;8;7000;2696
2017-01-27;8;7000;3017
2017-01-28;8;7000;1057
2017-01-29;8;7000;6299
2017-01-30;8;7000;7863
2017-01-01;9;7000;5597
2017-01-02;9;7000;3293
2017-01-03;9;7000;5170
2017-01-04;9;7000;7494
2017-01-05;9;7000;6521
2017-01-06;9;7000;7794
2017-01-07;9;7000;7967
2017-01-08;9;7000;9023
2017-01-09;9;7000;6010
2017-01-10;9;7000;9531
2017-01-11;9;7000;6818
2017-01-12;9;7000;2682
2017-01-13;9;7000;4412
2017-01-14;9;7000;1246
2017-01-15;9;7000;8960
2017-01-16;9;7000;4226
2017-01-17;9;7000;5611
2017-01-18;9;7000;4790
2017-01-19;9;7000;4901
2017-01-20;9;7000;1621
2017-01-21;9;7000;8685
2017-01-22;9;7000;8957
2017-01-23;9;7000;9601
2017-01-24;9;7000;9122
2017-01-25;9;7000;3652
2017-01-26;9;7000;6386
2017-01-27;9;7000;8806
2017-01-28;9;7000;8683
2017-01-29;9;7000;1687
2017-01-30;9;7000;3223
2017-01-01;10;7000;5788
2017-01-02;10;7000;5342
2017-01-03;10;7000;2221
2017-01-04;10;7000;8732
2017-01-05;10;7000;6357
2017-01-06;10;7000;6474
2017-01-07;10;7000;9503
2017-01-08;10;7000;4278
2017-01-09;10;7000;4386
2017-01-10;10;7000;9900
2017-01-11;10;7000;9892
2017-01-12;10;7000;9687
2017-01-13;10;7000;9134
2017-01-14;10;7000;8459
2017-01-15;10;7000;5705
2017-01-16;10;7000;9216
2017-01-17;10;7000;9678
2017-01-18;10;7000;2903
2017-01-19;10;7000;5024
2017-01-20;10;7000;4236
2017-01-21;10;7000;5086
2017-01-22;10;7000;3124
2017-01-23;10;7000;1060
2017-01-24;10;7000;6869
2017-01-25;10;7000;7159
2017-01-26;10;7000;6990
2017-01-27;10;7000;1681
2017-01-28;10;7000;9172
2017-01-29;10;7000;6156
2017-01-30;10;7000;2535
2017-01-01;11;7000;5848
2017-01-02;11;7000;4146
2017-01-03;11;7000;1803
2017-01-04;11;7000;5307
2017-01-05;11;7000;8896
2017-01-06;11;7000;7549
2017-01-07;11;7000;5277
2017-01-08;11;7000;2817
2017-01-09;11;7000;2166
2017-01-10;11;7000;5377
2017-01-11;11;7000;1508
2017-01-12;11;7000;2482
2017-01-13;11;7000;9322
2017-01-14;11;7000;5438
2017-01-15;11;7000;7211
2017-01-16;11;7000;7616
2017-01-17;11;7000;9053
2017-01-18;11;7000;5717
2017-01-19;11;7000;5003
2017-01-20;11;7000;8122
2017-01-21;11;7000;3515
2017-01-22;11;7000;4974
2017-01-23;11;7000;3966
2017-01-24;11;7000;2053
2017-01-25;11;7000;9209
2017-01-26;11;7000;2143
2017-01-27;11;7000;2891
2017-01-28;11;7000;6255
2017-01-29;11;7000;7027
2017-01-30;11;7000;2471
2017-01-01;12;7000;2889
2017-01-02;12;7000;9412
2017-01-03;12;7000;5315
2017-01-04;12;7000;5326
2017-01-05;12;7000;5956
2017-01-06;12;7000;9991
2017-01-07;12;7000;1758
2017-01-08;12;7000;3171
2017-01-09;12;7000;3515
2017-01-10;12;7000;9575
2017-01-11;12;7000;4188
2017-01-12;12;7000;9420
2017-01-13;12;7000;1627
2017-01-14;12;7000;8359
2017-01-15;12;7000;7058
2017-01-16;12;7000;4498
2017-01-17;12;7000;7717
2017-01-18;12;7000;7530
2017-01-19;12;7000;3760
2017-01-20;12;7000;7210
2017-01-21;12;7000;3454
2017-01-22;12;7000;3590
2017-01-23;12;7000;6968
2017-01-24;12;7000;1809
2017-01-25;12;7000;7405
2017-01-26;12;7000;7052
2017-01-27;12;7000;2462
2017-01-28;12;7000;6315
2017-01-29;12;7000;5284
2017-01-30;12;7000;5970
2017-01-01;13;7000;5306
2017-01-02;13;7000;8387
2017-01-03;13;7000;5277
2017-01-04;13;7000;7520
2017-01-05;13;7000;9374
2017-01-06;13;7000;3615
2017-01-07;13;7000;5345
2017-01-08;13;7000;2878
2017-01-09;13;7000;8593
2017-01-10;13;7000;1575
2017-01-11;13;7000;5403
2017-01-12;13;7000;7053
2017-01-13;13;7000;3299
2017-01-14;13;7000;8501
2017-01-15;13;7000;8932
2017-01-16;13;7000;5882
2017-01-17;13;7000;1913
2017-01-18;13;7000;1742
2017-01-19;13;7000;9608
2017-01-20;13;7000;1650
2017-01-21;13;7000;5837
2017-01-22;13;7000;7692
2017-01-23;13;7000;4288
2017-01-24;13;7000;9892
2017-01-25;13;7000;3754
2017-01-26;13;7000;4436
2017-01-27;13;7000;3461
2017-01-28;13;7000;5178
2017-01-29;13;7000;3264
2017-01-30;13;7000;1608
2017-01-01;14;7000;4263
2017-01-02;14;7000;5406
2017-01-03;14;7000;1127
2017-01-04;14;7000;4764
2017-01-05;14;7000;5735
2017-01-06;14;7000;7484
2017-01-07;14;7000;4833
2017-01-08;14;7000;8987
2017-01-09;14;7000;5633
2017-01-10;14;7000;9033
2017-01-11;14;7000;1202
2017-01-12;14;7000;8160
2017-01-13;14;7000;9977
2017-01-14;14;7000;3176
2017-01-15;14;7000;6517
2017-01-16;14;7000;3419
2017-01-17;14;7000;6542
2017-01-18;14;7000;3291
2017-01-19;14;7000;2886
2017-01-20;14;7000;5092
2017-01-21;14;7000;2636
2017-01-22;14;7000;9550
2017-01-23;14;7000;2622
2017-01-24;14;7000;9235
2017-01-25;14;7000;6232
2017-01-26;14;7000;5723
2017-01-27;14;7000;9950
2017-01-28;14;7000;1757
2017-01-29;14;7000;4929
2017-01-30;14;7000;3452
2017-01-01;15;7000;8471
2017-01-02;15;7000;6821
2017-01-03;15;7000;6850
2017-01-04;15;7000;7991
2017-01-05;15;7000;2571
2017-01-06;15;7000;9961
2017-01-07;15;7000;4416
2017-01-08;15;7000;3681
2017-01-09;15;7000;6918
2017-01-10;15;7000;2229
2017-01-11;15;7000;7724
2017-01-12;15;7000;7425
2017-01-13;15;7000;3907
2017-01-14;15;7000;1127
2017-01-15;15;7000;3969
2017-01-16;15;7000;5955
2017-01-17;15;7000;5247
2017-01-18;15;7000;7595
2017-01-19;15;7000;1614
2017-01-20;15;7000;2589
2017-01-21;15;7000;7975
2017-01-22;15;7000;6089
2017-01-23;15;7000;3768
2017-01-24;15;7000;9923
2017-01-25;15;7000;8064
2017-01-26;15;7000;4341
2017-01-27;15;7000;2020
2017-01-28;15;7000;2146
2017-01-29;15;7000;3451
2017-01-30;15;7000;8302
2017-01-01;16;7000;8349
2017-01-02;16;7000;6703
2017-01-03;16;7000;8072
2017-01-04;16;7000;9917
2017-01-05;16;7000;3422
2017-01-06;16;7000;2308
2017-01-07;16;7000;3600
2017-01-08;16;7000;1201
2017-01-09;16;7000;5474
2017-01-10;16;7000;5977
2017-01-11;16;7000;3896
2017-01-12;16;7000;9367
2017-01-13;16;7000;7127
2017-01-14;16;7000;9013
2017-01-15;16;7000;3349
2017-01-16;16;7000;3771
2017-01-17;16;7000;2224
2017-01-18;16;7000;7240
2017-01-19;16;7000;5670
2017-01-20;16;7000;4809
2017-01-21;16;7000;6981
2017-01-22;16;7000;3753
2017-01-23;16;7000;3269
2017-01-24;16;7000;7259
2017-01-25;16;7000;6721
2017-01-26;16;7000;4514
2017-01-27;16;7000;4533
2017-01-28;16;7000;3128
2017-01-29;16;7000;8503
2017-01-30;16;7000;3221
2017-01-01;17;7000;4277
2017-01-02;17;7000;4372
2017-01-03;17;7000;5702
2017-01-04;17;7000;9019
2017-01-05;17;7000;3554
2017-01-06;17;7000;9275
2017-01-07;17;7000;1601
2017-01-08;17;7000;6381
2017-01-09;17;7000;9208
2017-01-10;17;7000;2263
2017-01-11;17;7000;8632
2017-01-12;17;7000;6563
2017-01-13;17;7000;3670
2017-01-14;17;7000;9904
2017-01-15;17;7000;9553
2017-01-16;17;7000;8374
2017-01-17;17;7000;4310
2017-01-18;17;7000;1952
2017-01-19;17;7000;4333
2017-01-20;17;7000;3873
2017-01-21;17;7000;1929
2017-01-22;17;7000;4058
2017-01-23;17;7000;3047
2017-01-24;17;7000;3526
2017-01-25;17;7000;9398
2017-01-26;17;7000;8833
2017-01-27;17;7000;2171
2017-01-28;17;7000;6897
2017-01-29;17;7000;4272
2017-01-30;17;7000;1084
2017-01-01;18;7000;8949
2017-01-02;18;7000;1427
2017-01-03;18;7000;6667
2017-01-04;18;7000;1049
2017-01-05;18;7000;9949
2017-01-06;18;7000;7973
2017-01-07;18;7000;8123
2017-01-08;18;7000;4567
2017-01-09;18;7000;4640
2017-01-10;18;7000;9466
2017-01-11;18;7000;1443
2017-01-12;18;7000;9680
2017-01-13;18;7000;8539
2017-01-14;18;7000;5936
2017-01-15;18;7000;7191
2017-01-16;18;7000;9447
2017-01-17;18;7000;2524
2017-01-18;18;7000;4221
2017-01-19;18;7000;7837
2017-01-20;18;7000;4691
2017-01-21;18;7000;1955
2017-01-22;18;7000;1900
2017-01-23;18;7000;6864
2017-01-24;18;7000;2679
2017-01-25;18;7000;8201
2017-01-26;18;7000;6961
2017-01-27;18;7000;1442
2017-01-28;18;7000;6479
2017-01-29;18;7000;7040
2017-01-30;18;7000;5434
2017-01-01;19;7000;4472
2017-01-02;19;7000;9923
2017-01-03;19;7000;9374
2017-01-04;19;7000;6580
2017-01-05;19;7000;5854
2017-01-06;19;7000;3507
2017-01-07;19;7000;8025
2017-01-08;19;7000;1561
2017-01-09;19;7000;9075
2017-01-10;19;7000;2549
2017-01-11;19;7000;6741
2017-01-12;19;7000;1835
2017-01-13;19;7000;1285
2017-01-14;19;7000;4943
2017-01-15;19;7000;8050
2017-01-16;19;7000;9416
2017-01-17;19;7000;2774
2017-01-18;19;7000;7797
2017-01-19;19;7000;5882
2017-01-20;19;7000;7438
2017-01-21;19;7000;7317
2017-01-22;19;7000;7689
2017-01-23;19;7000;8586
2017-01-24;19;7000;4112
2017-01-25;19;7000;3851
2017-01-26;19;7000;2285
2017-01-27;19;7000;4990
2017-01-28;19;7000;1912
2017-01-29;19;7000;2884
2017-01-30;19;7000;5632
2017-01-01;20;7000;1235
2017-01-02;20;7000;1515
2017-01-03;20;7000;4415
2017-01-04;20;7000;5456
2017-01-05;20;7000;1150
2017-01-06;20;7000;4284
2017-01-07;20;7000;5197
2017-01-08;20;7000;6939
2017-01-09;20;7000;1225
2017-01-10;20;7000;1156
2017-01-11;20;7000;7337
2017-01-12;20;7000;1496
2017-01-13;20;7000;2829
2017-01-14;20;7000;9905
2017-01-15;20;7000;5685
2017-01-16;20;7000;5356
2017-01-17;20;7000;2930
2017-01-18;20;7000;7061
2017-01-19;20;7000;5496
2017-01-20;20;7000;9118
2017-01-21;20;7000;1104
2017-01-22;20;7000;2962
2017-01-23;20;7000;2342
2017-01-24;20;7000;3951
2017-01-25;20;7000;1603
2017-01-26;20;7000;5816
2017-01-27;20;7000;4783
2017-01-28;20;7000;6984
2017-01-29;20;7000;2283
2017-01-30;20;7000;6336
2017-01-01;1;8000;8673
2017-01-02;1;8000;2909
2017-01-03;1;8000;6155
2017-01-04;1;8000;7077
2017-01-05;1;8000;9608
2017-01-06;1;8000;4072
2017-01-07;1;8000;1002
2017-01-08;1;8000;2898
2017-01-09;1;8000;5155
2017-01-10;1;8000;2554
2017-01-11;1;8000;9508
2017-01-12;1;8000;6236
2017-01-13;1;8000;9675
2017-01-14;1;8000;2802
2017-01-15;1;8000;9610
2017-01-16;1;8000;3757
2017-01-17;1;8000;6910
2017-01-18;1;8000;4248
2017-01-19;1;8000;9802
2017-01-20;1;8000;4738
2017-01-21;1;8000;3205
2017-01-22;1;8000;7672
2017-01-23;1;8000;6088
2017-01-24;1;8000;8641
2017-01-25;1;8000;4410
2017-01-26;1;8000;8423
2017-01-27;1;8000;7969
2017-01-28;1;8000;5867
2017-01-29;1;8000;6810
2017-01-30;1;8000;2297
2017-01-01;2;8000;3731
2017-01-02;2;8000;8237
2017-01-03;2;8000;5904
2017-01-04;2;8000;1952
2017-01-05;2;8000;7845
2017-01-06;2;8000;9652
2017-01-07;2;8000;7631
2017-01-08;2;8000;7401
2017-01-09;2;8000;6527
2017-01-10;2;8000;5858
2017-01-11;2;8000;6863
2017-01-12;2;8000;1876
2017-01-13;2;8000;9080
2017-01-14;2;8000;6291
2017-01-15;2;8000;2588
2017-01-16;2;8000;5640
2017-01-17;2;8000;7250
2017-01-18;2;8000;1235
2017-01-19;2;8000;5276
2017-01-20;2;8000;1194
2017-01-21;2;8000;2757
2017-01-22;2;8000;3796
2017-01-23;2;8000;9107
2017-01-24;2;8000;3212
2017-01-25;2;8000;9262
2017-01-26;2;8000;6219
2017-01-27;2;8000;7019
2017-01-28;2;8000;1515
2017-01-29;2;8000;2900
2017-01-30;2;8000;5343
2017-01-01;3;8000;2863
2017-01-02;3;8000;3058
2017-01-03;3;8000;9848
2017-01-04;3;8000;3395
2017-01-05;3;8000;2512
2017-01-06;3;8000;3969
2017-01-07;3;8000;7761
2017-01-08;3;8000;8807
2017-01-09;3;8000;4591
2017-01-10;3;8000;6667
2017-01-11;3;8000;6324
2017-01-12;3;8000;5054
2017-01-13;3;8000;5874
2017-01-14;3;8000;3768
2017-01-15;3;8000;4030
2017-01-16;3;8000;3494
2017-01-17;3;8000;3829
2017-01-18;3;8000;8615
2017-01-19;3;8000;4548
2017-01-20;3;8000;2057
2017-01-21;3;8000;2363
2017-01-22;3;8000;9358
2017-01-23;3;8000;3402
2017-01-24;3;8000;9425
2017-01-25;3;8000;9445
2017-01-26;3;8000;7767
2017-01-27;3;8000;2010
2017-01-28;3;8000;8124
2017-01-29;3;8000;5151
2017-01-30;3;8000;2271
2017-01-01;4;8000;3442
2017-01-02;4;8000;4405
2017-01-03;4;8000;3620
2017-01-04;4;8000;1911
2017-01-05;4;8000;7163
2017-01-06;4;8000;7222
2017-01-07;4;8000;1290
2017-01-08;4;8000;2753
2017-01-09;4;8000;2128
2017-01-10;4;8000;7886
2017-01-11;4;8000;8014
2017-01-12;4;8000;4288
2017-01-13;4;8000;9346
2017-01-14;4;8000;5301
2017-01-15;4;8000;4466
2017-01-16;4;8000;1967
2017-01-17;4;8000;7546
2017-01-18;4;8000;6137
2017-01-19;4;8000;9339
2017-01-20;4;8000;5636
2017-01-21;4;8000;5576
